user_id,category,total_abandoned_sessions,last_activity_time,estimated_lost_revenue_usd
usr_2350,Home & Kitchen,1,2026-07-03 18:41:15.000000,162.53
usr_2144,Home & Kitchen,1,2026-07-03 18:15:48.000000,162.53
usr_0579,Home & Kitchen,1,2026-07-03 14:43:58.000000,162.53
usr_1892,Home & Kitchen,1,2026-07-03 12:03:32.000000,162.53
usr_1123,Home & Kitchen,1,2026-07-03 10:30:35.000000,162.53
usr_0668,Home & Kitchen,1,2026-07-03 09:13:49.000000,162.53
usr_2579,Home & Kitchen,1,2026-07-03 08:06:23.000000,162.53
usr_2659,Home & Kitchen,1,2026-07-03 07:11:35.000000,162.53
usr_1321,Home & Kitchen,1,2026-07-03 02:35:00.000000,162.53
usr_2644,Home & Kitchen,1,2026-07-02 20:58:13.000000,162.53
usr_2054,Home & Kitchen,1,2026-07-02 20:11:01.000000,162.53
usr_2766,Home & Kitchen,1,2026-07-02 14:48:43.000000,162.53
usr_0532,Home & Kitchen,1,2026-07-02 13:23:05.000000,162.53
usr_2160,Home & Kitchen,1,2026-07-02 12:41:21.000000,162.53
usr_2308,Home & Kitchen,1,2026-07-02 08:09:38.000000,162.53
usr_1703,Home & Kitchen,1,2026-07-02 06:48:32.000000,162.53
usr_0678,Home & Kitchen,1,2026-07-02 06:42:13.000000,162.53
usr_2132,Home & Kitchen,1,2026-07-02 05:44:20.000000,162.53
usr_1339,Home & Kitchen,1,2026-07-02 03:23:54.000000,162.53
usr_0146,Home & Kitchen,1,2026-07-01 22:34:41.000000,162.53
usr_2334,Home & Kitchen,1,2026-07-01 17:28:45.000000,162.53
usr_1631,Home & Kitchen,1,2026-07-01 15:25:03.000000,162.53
usr_2264,Home & Kitchen,1,2026-07-01 14:48:50.000000,162.53
usr_2385,Home & Kitchen,1,2026-07-01 14:14:09.000000,162.53
usr_2757,Home & Kitchen,1,2026-07-01 13:07:03.000000,162.53
usr_0449,Home & Kitchen,1,2026-07-01 10:22:37.000000,162.53
usr_2215,Home & Kitchen,1,2026-07-01 10:02:11.000000,162.53
usr_1688,Home & Kitchen,1,2026-07-01 08:12:17.000000,162.53
usr_0153,Home & Kitchen,1,2026-07-01 05:26:06.000000,162.53
usr_0049,Home & Kitchen,1,2026-07-01 04:08:40.000000,162.53
usr_2263,Home & Kitchen,1,2026-07-01 01:20:45.000000,162.53
usr_1116,Home & Kitchen,1,2026-07-01 00:20:29.000000,162.53
usr_0817,Clothing,1,2026-07-10 20:14:40.000000,85.95
usr_0053,Clothing,1,2026-07-10 18:28:34.000000,85.95
usr_1307,Clothing,1,2026-07-10 15:51:22.000000,85.95
usr_2477,Clothing,1,2026-07-10 14:24:04.000000,85.95
usr_2594,Clothing,1,2026-07-10 13:36:32.000000,85.95
usr_1999,Clothing,1,2026-07-10 13:18:44.000000,85.95
usr_2762,Clothing,1,2026-07-10 11:53:53.000000,85.95
usr_2105,Clothing,1,2026-07-10 08:37:33.000000,85.95
usr_2630,Clothing,1,2026-07-10 07:09:17.000000,85.95
usr_1167,Clothing,1,2026-07-10 07:09:03.000000,85.95
usr_2237,Clothing,1,2026-07-10 06:51:52.000000,85.95
usr_1629,Clothing,1,2026-07-10 04:13:38.000000,85.95
usr_0907,Clothing,1,2026-07-10 01:22:45.000000,85.95
usr_1390,Clothing,1,2026-07-10 00:53:17.000000,85.95
usr_0992,Clothing,1,2026-07-09 21:48:02.000000,85.95
usr_2305,Clothing,1,2026-07-09 19:08:33.000000,85.95
usr_1651,Clothing,1,2026-07-09 18:37:28.000000,85.95
usr_0540,Clothing,1,2026-07-09 17:56:05.000000,85.95
usr_2494,Clothing,1,2026-07-09 13:56:54.000000,85.95
usr_0002,Clothing,1,2026-07-09 13:32:07.000000,85.95
usr_1599,Clothing,1,2026-07-09 12:42:31.000000,85.95
usr_2460,Clothing,1,2026-07-09 11:16:49.000000,85.95
usr_1301,Clothing,1,2026-07-09 03:20:20.000000,85.95
usr_0040,Clothing,1,2026-07-09 02:02:13.000000,85.95
usr_1662,Clothing,1,2026-07-08 23:41:58.000000,85.95
usr_0609,Clothing,1,2026-07-08 19:33:14.000000,85.95
usr_1067,Clothing,1,2026-07-08 17:13:52.000000,85.95
usr_0517,Clothing,1,2026-07-08 15:15:00.000000,85.95
usr_1352,Clothing,1,2026-07-08 11:46:49.000000,85.95
usr_1159,Clothing,1,2026-07-08 08:59:55.000000,85.95
usr_1422,Clothing,1,2026-07-08 04:04:06.000000,85.95
usr_2514,Clothing,1,2026-07-08 03:57:56.000000,85.95
usr_1934,Clothing,1,2026-07-08 03:05:42.000000,85.95
usr_1367,Clothing,1,2026-07-07 22:46:45.000000,85.95
usr_0585,Clothing,1,2026-07-07 20:45:40.000000,85.95
usr_0380,Clothing,1,2026-07-07 20:20:29.000000,85.95
usr_2290,Clothing,1,2026-07-07 19:51:37.000000,85.95
usr_2110,Clothing,1,2026-07-07 18:04:38.000000,85.95
usr_0159,Clothing,1,2026-07-07 15:13:03.000000,85.95
usr_1234,Clothing,1,2026-07-07 13:53:10.000000,85.95
usr_1450,Clothing,1,2026-07-07 13:37:06.000000,85.95
usr_1761,Clothing,1,2026-07-07 10:25:23.000000,85.95
usr_1153,Clothing,1,2026-07-07 07:23:10.000000,85.95
usr_1818,Clothing,1,2026-07-07 06:59:47.000000,85.95
usr_0383,Clothing,1,2026-07-07 04:54:47.000000,85.95
usr_1254,Clothing,1,2026-07-07 04:27:35.000000,85.95
usr_1275,Clothing,1,2026-07-07 04:20:38.000000,85.95
usr_1043,Clothing,1,2026-07-07 01:51:32.000000,85.95
usr_1739,Clothing,1,2026-07-07 01:35:22.000000,85.95
usr_2239,Clothing,1,2026-07-07 01:26:42.000000,85.95
usr_1838,Clothing,1,2026-07-06 23:18:01.000000,85.95
usr_1471,Clothing,1,2026-07-06 22:47:26.000000,85.95
usr_0838,Clothing,1,2026-07-06 17:30:54.000000,85.95
usr_1439,Clothing,1,2026-07-06 15:15:54.000000,85.95
usr_0306,Clothing,1,2026-07-06 10:36:24.000000,85.95
usr_2330,Clothing,1,2026-07-06 09:36:47.000000,85.95
usr_0498,Clothing,1,2026-07-06 09:19:44.000000,85.95
usr_2631,Clothing,1,2026-07-06 07:12:16.000000,85.95
usr_1712,Clothing,1,2026-07-06 05:20:03.000000,85.95
usr_0007,Clothing,1,2026-07-06 01:26:15.000000,85.95
usr_0345,Clothing,1,2026-07-06 00:48:33.000000,85.95
usr_0216,Clothing,1,2026-07-05 12:13:37.000000,85.95
usr_0474,Clothing,1,2026-07-05 12:05:43.000000,85.95
usr_0172,Clothing,1,2026-07-05 09:40:08.000000,85.95
usr_1878,Clothing,1,2026-07-05 09:29:54.000000,85.95
usr_1550,Clothing,1,2026-07-05 08:45:43.000000,85.95
usr_0296,Clothing,1,2026-07-05 04:58:46.000000,85.95
usr_1619,Clothing,1,2026-07-05 04:54:43.000000,85.95
usr_2502,Clothing,1,2026-07-05 02:45:21.000000,85.95
usr_2304,Clothing,1,2026-07-04 20:27:30.000000,85.95
usr_0249,Clothing,1,2026-07-04 19:40:18.000000,85.95
usr_1948,Clothing,1,2026-07-04 19:11:22.000000,85.95
usr_2715,Clothing,1,2026-07-04 17:39:12.000000,85.95
usr_2400,Clothing,1,2026-07-04 15:32:08.000000,85.95
usr_1511,Clothing,1,2026-07-04 12:23:12.000000,85.95
usr_1164,Clothing,1,2026-07-04 12:01:02.000000,85.95
usr_1287,Clothing,1,2026-07-04 10:37:28.000000,85.95
usr_0871,Clothing,1,2026-07-04 10:36:47.000000,85.95
usr_2718,Clothing,1,2026-07-04 09:44:05.000000,85.95
usr_1233,Clothing,1,2026-07-04 07:12:53.000000,85.95
usr_0020,Clothing,1,2026-07-04 02:28:23.000000,85.95
usr_0264,Clothing,1,2026-07-04 02:01:32.000000,85.95
usr_1690,Clothing,1,2026-07-03 19:34:45.000000,85.95
usr_1723,Clothing,1,2026-07-03 18:32:38.000000,85.95
usr_1590,Clothing,1,2026-07-03 17:00:23.000000,85.95
usr_1467,Clothing,1,2026-07-03 16:58:51.000000,85.95
usr_0276,Clothing,1,2026-07-03 15:31:44.000000,85.95
usr_1013,Clothing,1,2026-07-03 12:23:12.000000,85.95
usr_1877,Clothing,1,2026-07-03 06:39:21.000000,85.95
usr_1821,Clothing,1,2026-07-03 00:51:56.000000,85.95
usr_0814,Clothing,1,2026-07-02 22:32:14.000000,85.95
usr_1880,Clothing,1,2026-07-02 21:30:30.000000,85.95
usr_1953,Clothing,1,2026-07-02 19:09:52.000000,85.95
usr_0670,Clothing,1,2026-07-02 16:16:51.000000,85.95
usr_1124,Clothing,1,2026-07-02 16:03:37.000000,85.95
usr_1831,Clothing,1,2026-07-02 15:32:35.000000,85.95
usr_2036,Clothing,1,2026-07-02 14:57:44.000000,85.95
usr_0066,Clothing,1,2026-07-02 13:40:48.000000,85.95
usr_2165,Clothing,1,2026-07-02 11:12:40.000000,85.95
usr_0851,Clothing,1,2026-07-02 10:26:05.000000,85.95
usr_1019,Clothing,1,2026-07-02 10:00:17.000000,85.95
usr_1005,Clothing,1,2026-07-02 09:55:57.000000,85.95
usr_0663,Clothing,1,2026-07-02 07:46:42.000000,85.95
usr_1766,Clothing,1,2026-07-02 07:45:57.000000,85.95
usr_1325,Clothing,1,2026-07-02 07:45:09.000000,85.95
usr_2228,Clothing,1,2026-07-02 07:37:05.000000,85.95
usr_1616,Clothing,1,2026-07-02 05:23:39.000000,85.95
usr_2462,Clothing,1,2026-07-02 03:30:19.000000,85.95
usr_1132,Clothing,1,2026-07-02 03:15:00.000000,85.95
usr_1752,Clothing,1,2026-07-02 00:38:30.000000,85.95
usr_2761,Clothing,1,2026-07-01 23:07:44.000000,85.95
usr_2562,Clothing,1,2026-07-01 22:27:09.000000,85.95
usr_0748,Clothing,1,2026-07-01 20:35:23.000000,85.95
usr_2296,Clothing,1,2026-07-01 19:39:27.000000,85.95
usr_1345,Clothing,1,2026-07-01 19:08:27.000000,85.95
usr_1239,Clothing,1,2026-07-01 18:59:34.000000,85.95
usr_0652,Clothing,1,2026-07-01 17:36:24.000000,85.95
usr_0766,Clothing,1,2026-07-01 16:11:57.000000,85.95
usr_1582,Clothing,1,2026-07-01 15:30:03.000000,85.95
usr_0976,Clothing,1,2026-07-01 12:27:18.000000,85.95
usr_1654,Clothing,1,2026-07-01 11:55:14.000000,85.95
usr_1361,Clothing,1,2026-07-01 03:17:42.000000,85.95
usr_2084,Clothing,1,2026-07-01 00:42:46.000000,85.95
usr_2463,Books,1,2026-07-11 00:12:09.000000,26.62
usr_1593,Books,1,2026-07-10 23:37:03.000000,26.62
usr_2292,Books,1,2026-07-10 23:00:18.000000,26.62
usr_0182,Books,1,2026-07-10 20:54:29.000000,26.62
usr_2425,Books,1,2026-07-10 18:20:44.000000,26.62
usr_1920,Books,1,2026-07-10 16:14:46.000000,26.62
usr_2254,Books,1,2026-07-10 11:55:24.000000,26.62
usr_0790,Books,1,2026-07-10 05:48:11.000000,26.62
usr_1916,Books,1,2026-07-10 03:48:17.000000,26.62
usr_2023,Books,1,2026-07-10 03:39:23.000000,26.62
usr_0444,Books,1,2026-07-10 01:35:23.000000,26.62
usr_1576,Books,1,2026-07-09 23:15:55.000000,26.62
usr_1561,Books,1,2026-07-09 21:25:23.000000,26.62
usr_1835,Books,1,2026-07-09 20:28:31.000000,26.62
usr_0499,Books,1,2026-07-09 19:52:51.000000,26.62
usr_0731,Books,1,2026-07-09 19:18:49.000000,26.62
usr_1839,Books,1,2026-07-09 17:10:01.000000,26.62
usr_1037,Books,1,2026-07-09 16:01:25.000000,26.62
usr_0429,Books,1,2026-07-09 15:30:42.000000,26.62
usr_1219,Books,1,2026-07-09 13:55:53.000000,26.62
usr_0599,Books,1,2026-07-09 13:42:12.000000,26.62
usr_1967,Books,1,2026-07-09 13:36:04.000000,26.62
usr_0291,Books,1,2026-07-09 13:00:25.000000,26.62
usr_0648,Books,1,2026-07-09 08:58:31.000000,26.62
usr_0951,Books,1,2026-07-09 06:14:09.000000,26.62
usr_0534,Books,1,2026-07-09 06:09:23.000000,26.62
usr_0109,Books,1,2026-07-09 00:56:37.000000,26.62
usr_1544,Books,1,2026-07-09 00:05:57.000000,26.62
usr_1258,Books,1,2026-07-08 18:21:10.000000,26.62
usr_2022,Books,1,2026-07-08 17:49:45.000000,26.62
usr_1041,Books,1,2026-07-08 16:53:56.000000,26.62
usr_0675,Books,1,2026-07-08 16:43:07.000000,26.62
usr_0590,Books,1,2026-07-08 15:29:11.000000,26.62
usr_0574,Books,1,2026-07-08 14:42:00.000000,26.62
usr_0080,Books,1,2026-07-08 14:01:57.000000,26.62
usr_2662,Books,1,2026-07-08 12:31:01.000000,26.62
usr_1094,Books,1,2026-07-08 11:53:36.000000,26.62
usr_0746,Books,1,2026-07-08 06:03:20.000000,26.62
usr_0359,Books,1,2026-07-08 05:24:04.000000,26.62
usr_1832,Books,1,2026-07-08 03:55:10.000000,26.62
usr_0409,Books,1,2026-07-08 01:21:09.000000,26.62
usr_0937,Books,1,2026-07-08 01:20:31.000000,26.62
usr_0683,Books,1,2026-07-07 23:39:50.000000,26.62
usr_0076,Books,1,2026-07-07 22:32:38.000000,26.62
usr_0024,Books,1,2026-07-07 15:15:13.000000,26.62
usr_2057,Books,1,2026-07-07 14:51:13.000000,26.62
usr_0564,Books,1,2026-07-07 13:04:06.000000,26.62
usr_1822,Books,1,2026-07-07 12:56:52.000000,26.62
usr_1130,Books,1,2026-07-07 12:02:48.000000,26.62
usr_1845,Books,1,2026-07-07 09:09:08.000000,26.62
usr_2750,Books,1,2026-07-07 08:13:49.000000,26.62
usr_1056,Books,1,2026-07-07 05:31:56.000000,26.62
usr_1147,Books,1,2026-07-07 05:20:03.000000,26.62
usr_2784,Books,1,2026-07-06 22:27:29.000000,26.62
usr_0485,Books,1,2026-07-06 21:24:29.000000,26.62
usr_1798,Books,1,2026-07-06 19:47:14.000000,26.62
usr_0779,Books,1,2026-07-06 15:57:31.000000,26.62
usr_2663,Books,1,2026-07-06 13:54:26.000000,26.62
