session_id,user_id,timestamp,funnel_stage,category,purchase_amount
sess_2de7e164,usr_2328,2026-07-07 14:57:40,1_Landing,Clothing,
sess_ccad74a5,usr_0789,02/07/2026 04:50:48,2_Product_View,Clothing,
sess_b06883df,usr_2225,2026-07-06 20:00:57,4_Purchase,Books,39.73
sess_836a9b92,usr_0889,2026-07-01 23:46:50,2_Product_View,Clothing,
sess_a6e99413,usr_1211,2026-07-02 23:24:18,1_Landing,Books,
sess_3071e61e,usr_1409,2026-07-01 07:03:52,1_Landing,Electronics,
sess_8ef77097,usr_2267,07/07/2026 21:10:13,2_Product_View,Books,
sess_cf52a74d,usr_2744,2026-07-02 23:35:01,1_Landing,Clothing,
sess_b97c1f9c,usr_2370,2026-07-03 04:40:11,2_Product_View,Home & Kitchen,
sess_b6b8eacd,usr_1316,01/07/2026 19:15:49,2_Product_View,Electronics,
sess_d2d51f3a,usr_1290,2026-07-06 12:01:28,2_Product_View,Clothing,
sess_48df5393,usr_1089,2026-07-03 17:12:42,1_Landing,Books,
sess_e9a44484,usr_1241,2026-07-07 22:01:25,1_Landing,Clothing,
sess_43999e96,usr_2459,09/07/2026 01:49:47,3_Add_to_Cart,Books,
sess_15b84be0,usr_1789,2026-07-10 03:07:48,1_Landing,Electronics,
sess_dbccdc48,usr_1545,2026-07-03 00:37:37,1_Landing,Electronics,
sess_552d7191,usr_0521,2026-07-03 02:59:23,3_Add_to_Cart,Books,
sess_7c38b546,usr_0265,2026-07-03 00:35:59,1_Landing,Electronics,
sess_d4d30799,usr_1216,2026-07-04 23:36:23,3_Add_to_Cart,Home & Kitchen,
sess_8571f344,usr_0941,2026-07-01 00:37:02,1_Landing,Home & Kitchen,
sess_f5290935,usr_1614,05/07/2026 08:35:22,1_Landing,Electronics,
sess_e9a21f94,usr_0842,2026-07-10 05:48:11,2_Product_View,Electronics,
sess_d79b79e9,usr_0666,03/07/2026 15:14:20,1_Landing,Electronics,
sess_e781bcb7,usr_0446,2026-07-06 14:12:20,2_Product_View,Electronics,
sess_625bc11b,usr_0753,2026-07-09 17:08:04,2_Product_View,Home & Kitchen,
sess_b5cb9025,usr_1560,2026-07-01 13:09:16,2_Product_View,Clothing,
sess_7587c1d4,usr_1173,2026-07-08 02:31:29,2_Product_View,Home & Kitchen,
sess_1588e767,usr_0406,2026-07-10T07:38:12Z,2_Product_View,Home & Kitchen,
sess_6dbac320,usr_1299,2026-07-05 07:18:45,1_Landing,Home & Kitchen,
sess_5bdf034f,usr_2058,2026-07-05 11:11:18,2_Product_View,Electronics,
sess_1e9ee866,usr_2197,2026-07-10 12:47:42,2_Product_View,Clothing,
sess_936ed460,usr_0277,2026-07-05T20:34:51Z,2_Product_View,Electronics,
sess_cf028ef9,usr_2294,2026-07-08 02:22:59,1_Landing,Electronics,
sess_304f2e7b,usr_1325,2026-07-02 07:45:09,3_Add_to_Cart,Clothing,
sess_4f38c0be,usr_1000,2026-07-03 00:05:29,1_Landing,Home & Kitchen,
sess_48f60476,usr_0234,2026-07-09 04:44:52,3_Add_to_Cart,Electronics,
sess_69369417,usr_1607,2026-07-08 19:40:29,1_Landing,Electronics,
sess_d0cf78b3,usr_1286,2026-07-04 03:13:24,2_Product_View,Clothing,
sess_adb1a56d,usr_2626,2026-07-03 01:26:02,3_Add_to_Cart,Books,
sess_e3221ec4,usr_1093,2026-07-07 13:17:07,1_Landing,Home & Kitchen,
sess_917e59f5,usr_2699,2026-07-03 07:01:13,1_Landing,Books,
sess_7c38b546,usr_0265,2026-07-03 00:47:58,2_Product_View,Electronics,
sess_052c0e68,usr_0785,2026-07-06 22:24:25,1_Landing,Books,
sess_22d7e01b,usr_0758,2026-07-08T16:11:00Z,2_Product_View,Electronics,
sess_0f17f555,usr_0782,2026-07-06T02:37:00Z,1_Landing,Books,
sess_5bbc9df7,usr_1382,2026-07-01 23:46:08,1_Landing,Books,
sess_e7e1aa57,usr_1528,2026-07-06 14:03:20,2_Product_View,Home & Kitchen,
sess_5f93147b,usr_2430,2026-07-05 15:09:16,1_Landing,Home & Kitchen,
sess_92c9d037,usr_0765,09/07/2026 11:59:18,4_Purchase,Clothing,60.73
sess_6d436929,usr_0958,2026-07-08 00:03:55,1_Landing,Electronics,
sess_b21ddaf0,usr_0289,2026-07-06 03:15:20,2_Product_View,Clothing,
sess_f27f9f08,usr_1568,2026-07-09 07:17:54,4_Purchase,Clothing,123.33
sess_e4c29366,usr_1356,2026-07-06 10:38:31,1_Landing,Electronics,
sess_8e55c9ae,usr_1447,2026-07-01 15:30:53,2_Product_View,Electronics,
sess_8caf1e2d,usr_1487,04/07/2026 10:15:33,3_Add_to_Cart,Electronics,
sess_d42f18ce,usr_2715,2026-07-04 17:29:11,1_Landing,Clothing,
sess_5d9967c7,usr_1251,2026-07-02 17:31:26,2_Product_View,Books,
sess_72bedf9e,usr_1285,09/07/2026 19:11:12,1_Landing,Electronics,
sess_2bedd5df,usr_0887,2026-07-03T11:28:34Z,1_Landing,Home & Kitchen,
sess_c607ea4c,usr_2085,2026-07-03T09:21:06Z,1_Landing,Electronics,
sess_56cf0928,usr_2210,2026-07-06 17:43:11,1_Landing,Home & Kitchen,
sess_ca4f2a92,usr_2125,02/07/2026 05:06:25,3_Add_to_Cart,Books,
sess_964f69df,usr_0035,2026-07-09 06:43:35,3_Add_to_Cart,Electronics,
sess_b9ddf5a7,usr_0838,2026-07-06 17:30:54,3_Add_to_Cart,Clothing,
sess_292a9ee9,usr_0295,10/07/2026 19:49:43,1_Landing,Home & Kitchen,
sess_a832943b,usr_0602,2026-07-05 19:56:34,1_Landing,Electronics,
sess_1c2a2ab8,usr_1287,2026-07-04T10:35:11Z,2_Product_View,Clothing,
sess_964f69df,usr_0035,2026-07-09 06:39:12,2_Product_View,Electronics,
sess_3c87507c,usr_0239,2026-07-05 14:04:44,1_Landing,Books,
sess_6bf01b51,usr_1912,2026-07-10 23:31:27,1_Landing,Books,
sess_bd205d36,usr_2274,2026-07-05T16:02:52Z,1_Landing,Books,
sess_c342b67e,usr_0008,2026-07-04 20:31:25,1_Landing,Home & Kitchen,
sess_176e9d22,usr_2382,2026-07-08T13:11:03Z,3_Add_to_Cart,Home & Kitchen,
sess_9e28b047,usr_1518,2026-07-02 07:49:34,1_Landing,Home & Kitchen,
sess_0fac56ed,usr_2558,2026-07-09 08:30:07,2_Product_View,Books,
sess_dce7f78d,usr_2385,2026-07-01 14:14:09,3_Add_to_Cart,Home & Kitchen,
sess_b6b809d4,usr_1415,2026-07-06 23:43:32,2_Product_View,Home & Kitchen,
sess_d0ec97a5,usr_1106,2026-07-10 07:15:38,3_Add_to_Cart,Electronics,
sess_6de07041,usr_0110,2026-07-01 06:17:35,1_Landing,Books,
sess_37e8d025,usr_1952,2026-07-08 17:38:18,1_Landing,Books,
sess_a07ece35,usr_1841,2026-07-04T18:40:39Z,1_Landing,Books,
sess_d59c2018,usr_1909,2026-07-08 14:41:33,2_Product_View,Books,
sess_e91ff723,usr_0534,2026-07-09 05:44:37,1_Landing,Books,
sess_62f4156f,usr_2425,2026-07-10 18:20:44,3_Add_to_Cart,Books,
sess_a12ec69e,usr_1087,2026-07-04T03:06:24Z,2_Product_View,Home & Kitchen,
sess_6648f153,usr_0648,2026-07-09 08:48:02,2_Product_View,Books,
sess_b67046f4,usr_1398,2026-07-07 00:07:11,1_Landing,Home & Kitchen,
sess_e3c38793,usr_1543,2026-07-02 23:58:22,1_Landing,Electronics,
sess_7040a993,usr_0731,2026-07-09 19:10:24,1_Landing,Books,
sess_25db3a9f,usr_0903,2026-07-05 13:11:31,1_Landing,Electronics,
sess_3210ecc2,usr_1548,01/07/2026 23:56:46,1_Landing,Clothing,
sess_58749e26,usr_0172,2026-07-05 09:20:07,1_Landing,Clothing,
sess_689703d5,usr_2725,2026-07-03 18:18:07,1_Landing,Clothing,
sess_0a912e6d,usr_0113,2026-07-02 20:53:09,1_Landing,Books,
sess_b76e3d64,usr_2010,2026-07-05 17:38:20,1_Landing,Home & Kitchen,
sess_0109ff5e,usr_2064,2026-07-08T13:48:32Z,1_Landing,Books,
sess_f4ddcacb,usr_0301,2026-07-05 12:43:38,1_Landing,Electronics,
sess_2a75c5f1,usr_1006,2026-07-06 16:20:01,2_Product_View,Electronics,
sess_6101d5ec,usr_1632,2026-07-08 22:15:48,1_Landing,Books,
sess_cdd59604,usr_0015,2026-07-03 12:02:09,2_Product_View,Clothing,
sess_48f60476,usr_0234,2026-07-09 04:34:55,2_Product_View,Electronics,
sess_d5d83a17,usr_0865,2026-07-08 22:40:00,1_Landing,Home & Kitchen,
sess_b4780eab,usr_0472,2026-07-01 16:50:10,1_Landing,Home & Kitchen,
sess_e07cee91,usr_1959,2026-07-10 22:47:53,2_Product_View,Books,
sess_095e6e08,usr_1137,2026-07-08 10:54:32,2_Product_View,Books,
sess_597cc181,usr_1943,2026-07-07 06:21:21,2_Product_View,Clothing,
sess_d0bf62e6,usr_1455,08/07/2026 11:27:29,1_Landing,Home & Kitchen,
sess_a289ddd4,usr_0252,2026-07-01 11:21:43,1_Landing,Books,
sess_703f1728,usr_0201,2026-07-02 05:17:28,1_Landing,Home & Kitchen,
sess_3d4057c3,usr_2117,2026-07-09 03:54:21,4_Purchase,Books,29.54
sess_b91e5d60,usr_1639,2026-07-08 02:22:43,1_Landing,Electronics,
sess_874e5624,usr_2631,2026-07-06 07:08:14,1_Landing,Clothing,
sess_90e45053,usr_0078,01/07/2026 13:59:11,2_Product_View,Home & Kitchen,
sess_8bbc31ae,usr_1069,2026-07-01 10:27:11,1_Landing,Books,
sess_f8f8c8e9,usr_2762,10/07/2026 11:36:53,1_Landing,Clothing,
sess_6bf0008d,usr_1697,2026-07-06 16:14:11,2_Product_View,Electronics,
sess_65c72e60,usr_1479,2026-07-03 10:10:24,2_Product_View,Electronics,
sess_61cf01d6,usr_1419,2026-07-05 22:38:47,2_Product_View,Home & Kitchen,
sess_51ce0935,usr_2620,2026-07-04 06:29:00,1_Landing,Books,
sess_4f336b07,usr_1263,2026-07-06 02:45:15,3_Add_to_Cart,Books,
sess_3bcb6af3,usr_0670,02/07/2026 16:09:28,1_Landing,Clothing,
sess_e8f65b5a,usr_1193,05/07/2026 07:38:37,1_Landing,Clothing,
sess_e781bcb7,usr_0446,2026-07-06 14:00:16,1_Landing,Electronics,
sess_f29dc517,usr_2495,2026-07-10T02:23:01Z,1_Landing,Books,
sess_c8c79737,usr_0036,2026-07-09 10:17:37,3_Add_to_Cart,Electronics,
sess_cef7d001,usr_2365,2026-07-04 06:59:39,1_Landing,Books,
sess_dadc0104,usr_1315,2026-07-02 15:15:29,2_Product_View,Books,
sess_f7010b38,usr_2164,2026-07-04 23:24:55,3_Add_to_Cart,Clothing,
sess_b3396d32,usr_2700,2026-07-02 14:45:10,1_Landing,Electronics,
sess_14ca0f82,usr_1578,2026-07-07 00:31:46,1_Landing,Clothing,
sess_c972cccd,usr_2381,2026-07-10 02:23:28,1_Landing,Home & Kitchen,
sess_bca8fa4f,usr_1066,2026-07-09 02:12:39,1_Landing,Electronics,
sess_6531599c,usr_2159,2026-07-05 18:27:18,2_Product_View,Home & Kitchen,
sess_cb2cc3ea,usr_2361,2026-07-07 01:40:09,1_Landing,Clothing,
sess_0de38ff0,usr_1112,2026-07-10 22:21:54,1_Landing,Books,
sess_54320a00,usr_1205,2026-07-06 07:23:42,1_Landing,Home & Kitchen,
sess_35bbc9e4,usr_0519,2026-07-07 21:46:15,1_Landing,Electronics,
sess_05f7cfda,usr_0829,2026-07-01 01:21:03,1_Landing,Books,
sess_a71ff0ca,usr_0204,2026-07-04 00:45:18,4_Purchase,Home & Kitchen,214.9
sess_e23d91e1,usr_1041,2026-07-08 16:50:43,1_Landing,Books,
sess_7926a9da,usr_2671,2026-07-10T12:41:14Z,3_Add_to_Cart,Home & Kitchen,
sess_8d11780c,usr_0664,2026-07-01 18:50:44,1_Landing,Electronics,
sess_cadc57ee,usr_2523,2026-07-06 04:40:50,2_Product_View,Clothing,
sess_dd47f65f,usr_2207,2026-07-09 13:26:22,2_Product_View,Home & Kitchen,
sess_00d6a85f,usr_1185,2026-07-10 17:09:35,1_Landing,Home & Kitchen,
sess_3e9838bb,usr_1025,2026-07-07 15:18:53,2_Product_View,Home & Kitchen,
sess_76cf9230,usr_1855,2026-07-07 12:09:18,1_Landing,Electronics,
sess_c3feb9eb,usr_0748,01/07/2026 20:12:44,1_Landing,Clothing,
sess_9ab8340d,usr_1751,2026-07-03 13:02:34,1_Landing,Electronics,
sess_7b209bef,usr_0717,2026-07-10T07:14:43Z,1_Landing,Clothing,
sess_194dcdd7,usr_1773,2026-07-01 02:16:45,1_Landing,Home & Kitchen,
sess_d877b754,usr_0960,2026-07-06 21:42:56,1_Landing,Books,
sess_6472db82,usr_2414,2026-07-03 16:57:31,1_Landing,Electronics,
sess_242ae15d,usr_0040,2026-07-09 01:56:50,2_Product_View,Clothing,
sess_504cab8b,usr_1354,2026-07-03 03:18:24,1_Landing,Electronics,
sess_f5747ef2,usr_1442,2026-07-07T18:27:54Z,2_Product_View,Home & Kitchen,
sess_893048a3,usr_1675,2026-07-10 07:21:41,2_Product_View,Home & Kitchen,
sess_ef2b415e,usr_1561,09/07/2026 21:11:56,1_Landing,Books,
sess_197a5804,usr_1357,2026-07-03 20:24:09,2_Product_View,Books,
sess_8caf1e2d,usr_1487,2026-07-04 10:21:48,4_Purchase,Electronics,860.54
sess_c9516c0c,usr_1267,2026-07-07T22:34:47Z,1_Landing,Electronics,
sess_0307d2d6,usr_0604,2026-07-07 11:16:25,2_Product_View,Home & Kitchen,
sess_55f1cd6d,usr_2231,2026-07-08 12:27:27,1_Landing,Clothing,
sess_d6d05c65,usr_1456,2026-07-02 04:39:58,1_Landing,Books,
sess_5f0fa012,usr_1927,2026-07-05 08:14:50,2_Product_View,Electronics,
sess_67b3667a,usr_1612,2026-07-03 18:46:23,1_Landing,Home & Kitchen,
sess_1588e767,usr_0406,2026-07-10 07:29:23,1_Landing,Home & Kitchen,
sess_6e37fb01,usr_1626,07/07/2026 15:53:15,1_Landing,Books,
sess_7c3a438d,usr_2002,2026-07-08 15:30:13,1_Landing,Clothing,
sess_34bf5293,usr_1849,2026-07-02 17:54:31,1_Landing,Clothing,
sess_00c08b42,usr_1889,2026-07-02 10:50:41,2_Product_View,Books,
sess_f5d799a3,usr_0603,2026-07-10 16:07:33,1_Landing,Electronics,
sess_4e3520fb,usr_0085,2026-07-07T23:47:45Z,3_Add_to_Cart,Home & Kitchen,
sess_2239490e,usr_1467,2026-07-03 16:56:14,2_Product_View,Clothing,
sess_ceadeed1,usr_1741,2026-07-06 13:12:13,1_Landing,Home & Kitchen,
sess_a5580a2d,usr_2427,2026-07-04 22:26:06,1_Landing,Clothing,
sess_75a498ac,usr_0126,2026-07-09 01:51:02,2_Product_View,Books,
sess_e2e15a20,usr_2173,2026-07-07 04:44:04,1_Landing,Home & Kitchen,
sess_d9740430,usr_2384,2026-07-08 05:29:06,2_Product_View,Electronics,
sess_a235a13d,usr_1857,2026-07-03T17:20:03Z,1_Landing,Clothing,
sess_e9e5fd5d,usr_2582,2026-07-05 12:12:00,1_Landing,Books,
sess_24e94222,usr_2456,2026-07-02 04:46:07,1_Landing,Books,
sess_b5a3b3e3,usr_0539,2026-07-04 06:46:43,2_Product_View,Clothing,
sess_4963e656,usr_2245,2026-07-02 16:35:01,3_Add_to_Cart,Books,
sess_b9801f01,usr_1735,2026-07-10 04:27:38,3_Add_to_Cart,Home & Kitchen,
sess_bd923a8a,usr_0075,2026-07-05 11:10:38,1_Landing,Books,
sess_f4ea5949,usr_1245,2026-07-02 03:32:19,1_Landing,Electronics,
sess_0df76b37,usr_2701,2026-07-05 02:11:19,2_Product_View,Clothing,
sess_02a85b3c,usr_0852,2026-07-01 13:09:13,1_Landing,Books,
sess_f58f2604,usr_1142,2026-07-06 18:51:27,2_Product_View,Clothing,
sess_4919483e,usr_1438,2026-07-03 13:54:14,1_Landing,Electronics,
sess_e781bcb7,usr_0446,2026-07-06T14:20:34Z,4_Purchase,Electronics,745.96
sess_ad567d18,usr_0160,2026-07-06 04:53:58,3_Add_to_Cart,Home & Kitchen,
sess_b649daa0,usr_1555,2026-07-06 02:50:10,2_Product_View,Electronics,
sess_2055940e,usr_0312,2026-07-08 00:01:35,2_Product_View,Books,
sess_6a0cb3c0,usr_2515,2026-07-01 18:08:12,1_Landing,Books,
sess_af73221e,usr_1345,2026-07-01 19:08:27,3_Add_to_Cart,Clothing,
sess_c5a0bb39,usr_2354,09/07/2026 11:24:41,4_Purchase,Home & Kitchen,278.31
sess_5d20e510,usr_0524,07/07/2026 13:16:40,2_Product_View,Electronics,
sess_ab6aa7b4,usr_2118,2026-07-10 02:07:43,2_Product_View,Electronics,
sess_0be08a0e,usr_2281,2026-07-09 21:25:02,2_Product_View,Clothing,
sess_ee89ef28,usr_0074,01/07/2026 07:18:44,3_Add_to_Cart,Electronics,
sess_b32dc00e,usr_2796,2026-07-03 22:56:52,2_Product_View,Home & Kitchen,
sess_878426f7,usr_0236,2026-07-01 02:02:41,1_Landing,Electronics,
sess_c36a8804,usr_0373,2026-07-06 02:50:34,1_Landing,Books,
sess_7a8ae3f9,usr_1196,2026-07-07 23:55:05,1_Landing,Home & Kitchen,
sess_77a019dc,usr_0013,2026-07-09 08:49:41,1_Landing,Electronics,
sess_d79c9fa4,usr_0819,2026-07-03 22:21:57,1_Landing,Home & Kitchen,
sess_968b4e66,usr_1961,07/07/2026 05:00:36,1_Landing,Books,
sess_54c9ba5e,usr_0957,2026-07-08 17:31:40,3_Add_to_Cart,Books,
sess_476ec19e,usr_2086,2026-07-04 05:57:25,1_Landing,Electronics,
sess_137718b4,usr_0687,2026-07-05T17:55:29Z,4_Purchase,Electronics,895.14
sess_ccce586e,usr_2316,2026-07-10 16:54:43,4_Purchase,Electronics,852.47
sess_69cd5854,usr_2204,2026-07-07T23:01:45Z,4_Purchase,Clothing,98.58
sess_2a164f9f,usr_1471,06/07/2026 22:37:05,2_Product_View,Clothing,
sess_53438a44,usr_2646,2026-07-07 02:28:48,2_Product_View,Home & Kitchen,
sess_c24f71e0,usr_0781,2026-07-04 21:56:20,1_Landing,Clothing,
sess_ee63a45f,usr_2071,2026-07-09 04:42:43,1_Landing,Home & Kitchen,
sess_4f9c9c51,usr_0083,2026-07-09 00:33:12,1_Landing,Home & Kitchen,
sess_471e3f0a,usr_0106,2026-07-02T15:33:32Z,2_Product_View,Books,
sess_69433461,usr_2344,2026-07-05 07:35:35,1_Landing,Electronics,
sess_ab8db36f,usr_2264,2026-07-01 14:48:50,3_Add_to_Cart,Home & Kitchen,
sess_1033ca09,usr_0529,2026-07-06 11:53:40,1_Landing,Electronics,
sess_c3ed3f9a,usr_0926,2026-07-04 02:57:53,1_Landing,Books,
sess_d990ae6d,usr_0531,2026-07-02 08:55:06,2_Product_View,Books,
sess_84508f69,usr_0271,2026-07-08 20:38:27,2_Product_View,Home & Kitchen,
sess_7ec10246,usr_0597,2026-07-03 19:16:49,2_Product_View,Books,
sess_c24f71e0,usr_0781,2026-07-04 22:10:18,2_Product_View,Clothing,
sess_19d10ba2,usr_2334,2026-07-01 17:28:45,3_Add_to_Cart,Home & Kitchen,
sess_bcf761d6,usr_0235,2026-07-03 20:29:20,2_Product_View,Home & Kitchen,
sess_2b4f1d74,usr_1362,2026-07-07 12:12:44,2_Product_View,Clothing,
sess_a03f38ce,usr_2181,2026-07-04 23:44:34,1_Landing,Electronics,
sess_65f38b98,usr_1506,04/07/2026 17:06:49,2_Product_View,Home & Kitchen,
sess_6b4175a3,usr_2142,2026-07-05 07:39:54,1_Landing,Home & Kitchen,
sess_c5f46747,usr_2023,10/07/2026 03:30:27,1_Landing,Books,
sess_72ec71b0,usr_2145,2026-07-02T21:25:08Z,1_Landing,Electronics,
sess_6bcb9018,usr_2771,2026-07-10 17:01:16,1_Landing,Home & Kitchen,
sess_801cc313,usr_0779,2026-07-06 15:46:34,2_Product_View,Books,
sess_09705aee,usr_2608,2026-07-09 02:59:59,2_Product_View,Home & Kitchen,
sess_05ee747f,usr_0793,2026-07-10 15:44:05,1_Landing,Electronics,
sess_89c5b65a,usr_1931,2026-07-06 04:20:53,1_Landing,Books,
sess_80d326e6,usr_2235,2026-07-03 21:29:04,1_Landing,Books,
sess_f514e5e6,usr_2178,2026-07-03 20:00:06,2_Product_View,Books,
sess_7926a9da,usr_2671,2026-07-10 12:46:01,4_Purchase,Home & Kitchen,81.99
sess_3ce364e6,usr_1513,2026-07-01 11:01:20,2_Product_View,Clothing,
sess_c3c06df2,usr_2040,2026-07-03 02:39:44,1_Landing,Electronics,
sess_f36fa520,usr_0438,2026-07-01T00:09:37Z,1_Landing,Home & Kitchen,
sess_ab086441,usr_1256,2026-07-03 17:01:47,2_Product_View,Electronics,
sess_b5319346,usr_2072,10/07/2026 07:23:09,2_Product_View,Home & Kitchen,
sess_414ab23b,usr_2668,2026-07-01 05:23:22,1_Landing,Books,
sess_00c08b42,usr_1889,2026-07-02 10:35:02,1_Landing,Books,
sess_721a1ff0,usr_0965,2026-07-09 13:36:39,2_Product_View,Home & Kitchen,
sess_2b46c61f,usr_1101,2026-07-03 02:04:30,2_Product_View,Electronics,
sess_afba66ca,usr_2556,2026-07-01 23:50:02,1_Landing,Electronics,
sess_bd2b8e4b,usr_2451,2026-07-07T00:06:05Z,1_Landing,Electronics,
sess_d6db9cb5,usr_2647,2026-07-07T23:31:02Z,2_Product_View,Electronics,
sess_4b4e8160,usr_0014,2026-07-09 05:32:58,1_Landing,Home & Kitchen,
sess_7aa595da,usr_1328,2026-07-04 06:52:14,1_Landing,Books,
sess_bb5a719d,usr_2171,05/07/2026 06:23:54,2_Product_View,Electronics,
sess_c114c67c,usr_0752,2026-07-08 13:59:47,1_Landing,Home & Kitchen,
sess_df9deae8,usr_0146,2026-07-01T22:34:41Z,3_Add_to_Cart,Home & Kitchen,
sess_4d043ae5,usr_2601,2026-07-04 02:05:45,1_Landing,Electronics,
sess_7802c49b,usr_2149,2026-07-04 12:22:12,1_Landing,Clothing,
sess_1e9ee866,usr_2197,2026-07-10 12:46:02,1_Landing,Clothing,
sess_ed3b2366,usr_1302,2026-07-10 09:21:55,2_Product_View,Books,
sess_9d4e6a35,usr_2611,03/07/2026 12:07:59,1_Landing,Home & Kitchen,
sess_49a91d54,usr_2630,2026-07-10 06:57:33,1_Landing,Clothing,
sess_a883b6da,usr_1557,2026-07-04 17:42:53,1_Landing,Home & Kitchen,
sess_69433461,usr_2344,2026-07-05 07:57:29,3_Add_to_Cart,Electronics,
sess_711ae77c,usr_1822,2026-07-07 12:56:52,3_Add_to_Cart,Books,
sess_aa027e95,usr_0817,2026-07-10 20:14:40,3_Add_to_Cart,Clothing,
sess_025c3c4f,usr_2641,2026-07-03 23:22:25,1_Landing,Clothing,
sess_5fee4859,usr_1254,2026-07-07 04:22:28,2_Product_View,Clothing,
sess_ad311d18,usr_1679,2026-07-04 05:29:32,1_Landing,Books,
sess_a0ee1fb3,usr_1792,2026-07-02 09:58:26,1_Landing,Home & Kitchen,
sess_4f71147f,usr_0246,2026-07-05T17:11:38Z,3_Add_to_Cart,Books,
sess_d0cf78b3,usr_1286,2026-07-04 03:08:25,1_Landing,Clothing,
sess_995f1ff4,usr_0944,2026-07-10 17:09:56,2_Product_View,Books,
sess_7995f4fb,usr_2783,2026-07-02 16:44:41,3_Add_to_Cart,Electronics,
sess_73d149c2,usr_0385,2026-07-02 18:53:44,2_Product_View,Clothing,
sess_80a900a7,usr_2273,2026-07-02 06:25:02,2_Product_View,Books,
sess_6697e9d8,usr_0021,02/07/2026 01:55:21,1_Landing,Clothing,
sess_ca2ecfe4,usr_0592,01/07/2026 05:24:37,2_Product_View,Clothing,
sess_5b84d044,usr_0159,2026-07-07T15:10:43Z,2_Product_View,Clothing,
sess_af4b7e73,usr_0562,2026-07-07 12:28:40,1_Landing,Home & Kitchen,
sess_e4b75b4b,usr_2128,2026-07-05 12:16:21,2_Product_View,Clothing,
sess_ff74f425,usr_0376,2026-07-01 03:59:54,1_Landing,Books,
sess_b5e430c1,usr_1875,2026-07-02 02:01:00,1_Landing,Electronics,
sess_0fc8b06e,usr_0407,2026-07-03 01:08:48,2_Product_View,Clothing,
sess_ff88c985,usr_2059,2026-07-02 19:18:22,1_Landing,Books,
sess_5c80fb98,usr_1298,2026-07-04 05:10:54,2_Product_View,Home & Kitchen,
sess_5f93147b,usr_2430,2026-07-05T15:11:43Z,2_Product_View,Home & Kitchen,
sess_e62d2915,usr_2247,2026-07-05 04:58:30,2_Product_View,Clothing,
sess_e79b7cf4,usr_2508,2026-07-07 08:03:29,1_Landing,Home & Kitchen,
sess_68059285,usr_0621,2026-07-04 10:26:22,1_Landing,Clothing,
sess_4d5a47ba,usr_2006,2026-07-03 15:39:50,1_Landing,Clothing,
sess_5d5b6640,usr_2228,2026-07-02T07:35:21Z,2_Product_View,Clothing,
sess_625bc11b,usr_0753,2026-07-09 17:01:13,1_Landing,Home & Kitchen,
sess_acfa18d7,usr_1468,2026-07-07 12:44:51,1_Landing,Home & Kitchen,
sess_50c0be79,usr_1711,04/07/2026 03:48:14,1_Landing,Clothing,
sess_1c2a2ab8,usr_1287,2026-07-04 10:37:28,3_Add_to_Cart,Clothing,
sess_8e6c2264,usr_1823,2026-07-08T02:15:38Z,2_Product_View,Home & Kitchen,
sess_34b01c92,usr_2391,2026-07-05 13:59:30,2_Product_View,Books,
sess_5d5b6640,usr_2228,2026-07-02 07:37:05,3_Add_to_Cart,Clothing,
sess_90a20731,usr_0564,2026-07-07 12:52:42,1_Landing,Books,
sess_72adedb0,usr_1407,2026-07-05 10:48:22,1_Landing,Home & Kitchen,
